date,timestamp,source_name,headline,snippet,url,issue_area,geography_refs,geography_matches,source_type,domain,language,is_synthetic_operational_demo
2026-05-16,2026-05-16T16:16:00,Queens Community Post,Westchester families describe grocery and utility pressure as questions grows,"Queens Community Post notes that affordability / cost of living narratives in Hudson Valley are being repeated across TV transcript coverage, with Westchester residents emphasizing questions.",https://example.com/operational-demo/00650,affordability / cost of living,Westchester; Hudson Valley,Westchester; Hudson Valley,TV transcript,queenscommunitypost.example,English,True
2026-05-16,2026-05-16T16:06:00,Empire State Ledger,Brooklyn subway and downtown safety concerns continue to circulate as questions grows,"Empire State Ledger notes that immigration / public safety narratives in NYC are being repeated across TV transcript coverage, with Brooklyn residents emphasizing questions.",https://example.com/operational-demo/00312,immigration / public safety,Brooklyn; NYC,Brooklyn; NYC,TV transcript,empirestateledger.example,English,True
2026-05-16,2026-05-16T16:02:00,Metro Narrative Scan,Queens commuters connect fare pressure to household budgets as strain grows,"Metro Narrative Scan notes that affordability / cost of living narratives in NYC are being repeated across social listening digest coverage, with Queens residents emphasizing strain.",https://example.com/operational-demo/00720,affordability / cost of living,Queens; NYC,Queens; NYC,social listening digest,metronarrativescan.example,English,True
2026-05-16,2026-05-16T15:24:00,NY Civic Monitor,Rockland renters describe instability and repair delays as response grows,"NY Civic Monitor notes that housing / rent narratives in Hudson Valley are being repeated across local news coverage, with Rockland residents emphasizing response.",https://example.com/operational-demo/01959,housing / rent,Rockland; Hudson Valley,Rockland; Hudson Valley,local news,nycivicmonitor.example,English,True
2026-05-16,2026-05-16T15:21:00,Metro Narrative Scan,Bronx workers ask whether AI investment will produce durable jobs as concern grows,"Metro Narrative Scan notes that AI / tech jobs narratives in NYC are being repeated across community forum coverage, with Bronx residents emphasizing concern.",https://example.com/operational-demo/01815,AI / tech jobs,Bronx; NYC,Bronx; NYC,community forum,metronarrativescan.example,English,True
2026-05-16,2026-05-16T15:08:00,NY Civic Monitor,Rockland local coverage questions whether government can deliver reliably as investment grows,"NY Civic Monitor notes that corruption / competence / trust narratives in Hudson Valley are being repeated across community forum coverage, with Rockland residents emphasizing investment.",https://example.com/operational-demo/00435,corruption / competence / trust,Rockland; Hudson Valley,Rockland; Hudson Valley,community forum,nycivicmonitor.example,English,True
2026-05-16,2026-05-16T15:00:00,NY Civic Monitor,Hempstead watchdogs press for accountability and procurement transparency as pressure grows,"NY Civic Monitor notes that corruption / competence / trust narratives in Long Island are being repeated across policy newsletter coverage, with Hempstead residents emphasizing pressure.",https://example.com/operational-demo/00570,corruption / competence / trust,Hempstead; Long Island,Hempstead; Long Island,policy newsletter,nycivicmonitor.example,English,True
2026-05-16,2026-05-16T15:00:00,Rochester Herald,Orange County workers ask whether AI investment will produce durable jobs as response grows,"Rochester Herald notes that AI / tech jobs narratives in Hudson Valley are being repeated across policy newsletter coverage, with Orange County residents emphasizing response.",https://example.com/operational-demo/01867,AI / tech jobs,Orange County; Hudson Valley,Orange County; Hudson Valley,policy newsletter,rochesterherald.example,English,True
2026-05-16,2026-05-16T14:52:00,Statehouse Watch,Utica local officials debate affordability relief proposals as discussion grows,"Statehouse Watch notes that affordability / cost of living narratives in Central NY are being repeated across public radio coverage, with Utica residents emphasizing discussion.",https://example.com/operational-demo/01969,affordability / cost of living,Utica; Central NY,Utica; Central NY,public radio,statehousewatch.example,English,True
2026-05-16,2026-05-16T14:34:00,Hudson Valley Public Radio,Yonkers families describe grocery and utility pressure as discussion grows,"Hudson Valley Public Radio notes that affordability / cost of living narratives in Hudson Valley are being repeated across local news coverage, with Yonkers residents emphasizing discussion.",https://example.com/operational-demo/01306,affordability / cost of living,Yonkers; Hudson Valley,Yonkers; Hudson Valley,local news,hudsonvalleypublicradio.example,English,True
2026-05-16,2026-05-16T14:10:00,NY Civic Monitor,Westchester officials debate public safety coordination and fairness as urgent grows,"NY Civic Monitor notes that immigration / public safety narratives in Hudson Valley are being repeated across TV transcript coverage, with Westchester residents emphasizing urgent.",https://example.com/operational-demo/00416,immigration / public safety,Westchester; Hudson Valley,Westchester; Hudson Valley,TV transcript,nycivicmonitor.example,English,True
2026-05-16,2026-05-16T14:03:00,Statehouse Watch,Queens residents link shelter planning to neighborhood quality of life as progress grows,"Statehouse Watch notes that immigration / public safety narratives in NYC are being repeated across social listening digest coverage, with Queens residents emphasizing progress.",https://example.com/operational-demo/01897,immigration / public safety,Queens; NYC,Queens; NYC,social listening digest,statehousewatch.example,English,True
2026-05-16,2026-05-16T13:59:00,Hudson Valley Public Radio,Bronx residents link shelter planning to neighborhood quality of life as pressure grows,"Hudson Valley Public Radio notes that immigration / public safety narratives in NYC are being repeated across TV transcript coverage, with Bronx residents emphasizing pressure.",https://example.com/operational-demo/00632,immigration / public safety,Bronx; NYC,Bronx; NYC,TV transcript,hudsonvalleypublicradio.example,English,True
2026-05-16,2026-05-16T13:44:00,Syracuse Policy Review,Troy officials debate public safety coordination and fairness as strain grows,"Syracuse Policy Review notes that immigration / public safety narratives in Capital Region are being repeated across local news coverage, with Troy residents emphasizing strain.",https://example.com/operational-demo/00536,immigration / public safety,Troy; Capital Region,Troy; Capital Region,local news,syracusepolicyreview.example,English,True
2026-05-16,2026-05-16T13:36:00,Queens Community Post,Staten Island local officials debate affordability relief proposals as attention grows,"Queens Community Post notes that affordability / cost of living narratives in NYC are being repeated across public radio coverage, with Staten Island residents emphasizing attention.",https://example.com/operational-demo/00172,affordability / cost of living,Staten Island; NYC,Staten Island; NYC,public radio,queenscommunitypost.example,English,True
2026-05-16,2026-05-16T12:31:00,Buffalo Civic Wire,Hempstead officials debate public safety coordination and fairness as discussion grows,"Buffalo Civic Wire notes that immigration / public safety narratives in Long Island are being repeated across public radio coverage, with Hempstead residents emphasizing discussion.",https://example.com/operational-demo/01478,immigration / public safety,Hempstead; Long Island,Hempstead; Long Island,public radio,buffalocivicwire.example,English,True
2026-05-16,2026-05-16T12:25:00,Syracuse Policy Review,Huntington tenants connect rent increases to neighborhood displacement as concern grows,"Syracuse Policy Review notes that housing / rent narratives in Long Island are being repeated across policy newsletter coverage, with Huntington residents emphasizing concern.",https://example.com/operational-demo/01389,housing / rent,Huntington; Long Island,Huntington; Long Island,policy newsletter,syracusepolicyreview.example,English,True
2026-05-16,2026-05-16T11:54:00,Empire State Ledger,Orange County tenants connect rent increases to neighborhood displacement as frustration grows,"Empire State Ledger notes that housing / rent narratives in Hudson Valley are being repeated across policy newsletter coverage, with Orange County residents emphasizing frustration.",https://example.com/operational-demo/02406,housing / rent,Orange County; Hudson Valley,Orange County; Hudson Valley,policy newsletter,empirestateledger.example,English,True
2026-05-16,2026-05-16T11:51:00,Metro Narrative Scan,Nassau renters describe instability and repair delays as attention grows,"Metro Narrative Scan notes that housing / rent narratives in Long Island are being repeated across policy newsletter coverage, with Nassau residents emphasizing attention.",https://example.com/operational-demo/00254,housing / rent,Nassau; Long Island,Nassau; Long Island,policy newsletter,metronarrativescan.example,English,True
2026-05-16,2026-05-16T10:05:00,Syracuse Policy Review,Huntington families describe grocery and utility pressure as debate grows,"Syracuse Policy Review notes that affordability / cost of living narratives in Long Island are being repeated across policy newsletter coverage, with Huntington residents emphasizing debate.",https://example.com/operational-demo/01996,affordability / cost of living,Huntington; Long Island,Huntington; Long Island,policy newsletter,syracusepolicyreview.example,English,True
2026-05-16,2026-05-16T09:52:00,Statehouse Watch,Buffalo residents ask for concrete cost-of-living plans as training grows,"Statehouse Watch notes that affordability / cost of living narratives in Western NY are being repeated across TV transcript coverage, with Buffalo residents emphasizing training.",https://example.com/operational-demo/00555,affordability / cost of living,Buffalo; Western NY,Buffalo; Western NY,TV transcript,statehousewatch.example,English,True
2026-05-16,2026-05-16T09:28:00,Metro Narrative Scan,Schenectady labor groups call for guardrails around artificial intelligence as questions grows,"Metro Narrative Scan notes that AI / tech jobs narratives in Capital Region are being repeated across policy newsletter coverage, with Schenectady residents emphasizing questions.",https://example.com/operational-demo/00343,AI / tech jobs,Schenectady; Capital Region,Schenectady; Capital Region,policy newsletter,metronarrativescan.example,English,True
2026-05-16,2026-05-16T09:22:00,Long Island Observer,Albany labor groups call for guardrails around artificial intelligence as frustration grows,"Long Island Observer notes that AI / tech jobs narratives in Capital Region are being repeated across local news coverage, with Albany residents emphasizing frustration.",https://example.com/operational-demo/02487,AI / tech jobs,Albany; Capital Region,Albany; Capital Region,local news,longislandobserver.example,English,True
2026-05-16,2026-05-16T09:10:00,Metro Narrative Scan,Rome watchdogs press for accountability and procurement transparency as pressure grows,"Metro Narrative Scan notes that corruption / competence / trust narratives in Central NY are being repeated across policy newsletter coverage, with Rome residents emphasizing pressure.",https://example.com/operational-demo/02290,corruption / competence / trust,Rome; Central NY,Rome; Central NY,policy newsletter,metronarrativescan.example,English,True
2026-05-16,2026-05-16T09:09:00,Queens Community Post,Monroe County renters describe instability and repair delays as discussion grows,"Queens Community Post notes that housing / rent narratives in Western NY are being repeated across public radio coverage, with Monroe County residents emphasizing discussion.",https://example.com/operational-demo/00247,housing / rent,Monroe County; Western NY,Monroe County; Western NY,public radio,queenscommunitypost.example,English,True
2026-05-16,2026-05-16T08:46:00,Rochester Herald,Erie County community groups ask for clearer asylum support plans as strain grows,"Rochester Herald notes that immigration / public safety narratives in Western NY are being repeated across community forum coverage, with Erie County residents emphasizing strain.",https://example.com/operational-demo/02526,immigration / public safety,Erie County; Western NY,Erie County; Western NY,community forum,rochesterherald.example,English,True
2026-05-16,2026-05-16T08:41:00,Syracuse Policy Review,Queens officials debate public safety coordination and fairness as debate grows,"Syracuse Policy Review notes that immigration / public safety narratives in NYC are being repeated across social listening digest coverage, with Queens residents emphasizing debate.",https://example.com/operational-demo/02486,immigration / public safety,Queens; NYC,Queens; NYC,social listening digest,syracusepolicyreview.example,English,True
2026-05-16,2026-05-16T08:34:00,Empire State Ledger,Manhattan subway and downtown safety concerns continue to circulate as questions grows,"Empire State Ledger notes that immigration / public safety narratives in NYC are being repeated across local news coverage, with Manhattan residents emphasizing questions.",https://example.com/operational-demo/01711,immigration / public safety,Manhattan; NYC,Manhattan; NYC,local news,empirestateledger.example,English,True
2026-05-16,2026-05-16T08:23:00,NY Civic Monitor,Rome officials debate public safety coordination and fairness as questions grows,"NY Civic Monitor notes that immigration / public safety narratives in Central NY are being repeated across public radio coverage, with Rome residents emphasizing questions.",https://example.com/operational-demo/01970,immigration / public safety,Rome; Central NY,Rome; Central NY,public radio,nycivicmonitor.example,English,True
2026-05-16,2026-05-16T08:04:00,Syracuse Policy Review,Suffolk voters connect ethics stories to broader competence concerns as questions grows,"Syracuse Policy Review notes that corruption / competence / trust narratives in Long Island are being repeated across public radio coverage, with Suffolk residents emphasizing questions.",https://example.com/operational-demo/01096,corruption / competence / trust,Suffolk; Long Island,Suffolk; Long Island,public radio,syracusepolicyreview.example,English,True
2026-05-16,2026-05-16T08:02:00,Metro Narrative Scan,Yonkers community groups ask for clearer asylum support plans as strain grows,"Metro Narrative Scan notes that immigration / public safety narratives in Hudson Valley are being repeated across social listening digest coverage, with Yonkers residents emphasizing strain.",https://example.com/operational-demo/01117,immigration / public safety,Yonkers; Hudson Valley,Yonkers; Hudson Valley,social listening digest,metronarrativescan.example,English,True
2026-05-16,2026-05-16T07:41:00,Empire State Ledger,Nassau workers ask whether AI investment will produce durable jobs as urgent grows,"Empire State Ledger notes that AI / tech jobs narratives in Long Island are being repeated across public radio coverage, with Nassau residents emphasizing urgent.",https://example.com/operational-demo/01026,AI / tech jobs,Nassau; Long Island,Nassau; Long Island,public radio,empirestateledger.example,English,True
2026-05-16,2026-05-16T07:32:00,Hudson Valley Public Radio,Utica subway and downtown safety concerns continue to circulate as debate grows,"Hudson Valley Public Radio notes that immigration / public safety narratives in Central NY are being repeated across public radio coverage, with Utica residents emphasizing debate.",https://example.com/operational-demo/01013,immigration / public safety,Utica; Central NY,Utica; Central NY,public radio,hudsonvalleypublicradio.example,English,True
2026-05-16,2026-05-16T07:32:00,Metro Narrative Scan,Orange County tech expansion stories raise questions about workforce stability as frustration grows,"Metro Narrative Scan notes that AI / tech jobs narratives in Hudson Valley are being repeated across social listening digest coverage, with Orange County residents emphasizing frustration.",https://example.com/operational-demo/02122,AI / tech jobs,Orange County; Hudson Valley,Orange County; Hudson Valley,social listening digest,metronarrativescan.example,English,True
2026-05-16,2026-05-16T07:26:00,Syracuse Policy Review,Manhattan voters connect ethics stories to broader competence concerns as frustration grows,"Syracuse Policy Review notes that corruption / competence / trust narratives in NYC are being repeated across policy newsletter coverage, with Manhattan residents emphasizing frustration.",https://example.com/operational-demo/00265,corruption / competence / trust,Manhattan; NYC,Manhattan; NYC,policy newsletter,syracusepolicyreview.example,English,True
2026-05-16,2026-05-16T07:24:00,Queens Community Post,Brooklyn subway and downtown safety concerns continue to circulate as frustration grows,"Queens Community Post notes that immigration / public safety narratives in NYC are being repeated across TV transcript coverage, with Brooklyn residents emphasizing frustration.",https://example.com/operational-demo/02491,immigration / public safety,Brooklyn; NYC,Brooklyn; NYC,TV transcript,queenscommunitypost.example,English,True
2026-05-16,2026-05-16T07:16:00,Buffalo Civic Wire,Orange County workers ask whether AI investment will produce durable jobs as attention grows,"Buffalo Civic Wire notes that AI / tech jobs narratives in Hudson Valley are being repeated across local news coverage, with Orange County residents emphasizing attention.",https://example.com/operational-demo/01179,AI / tech jobs,Orange County; Hudson Valley,Orange County; Hudson Valley,local news,buffalocivicwire.example,English,True
2026-05-16,2026-05-16T07:12:00,Syracuse Policy Review,Nassau local officials debate affordability relief proposals as response grows,"Syracuse Policy Review notes that affordability / cost of living narratives in Long Island are being repeated across community forum coverage, with Nassau residents emphasizing response.",https://example.com/operational-demo/00639,affordability / cost of living,Nassau; Long Island,Nassau; Long Island,community forum,syracusepolicyreview.example,English,True
2026-05-16,2026-05-16T07:05:00,NY Civic Monitor,Staten Island community groups ask for clearer asylum support plans as pressure grows,"NY Civic Monitor notes that immigration / public safety narratives in NYC are being repeated across community forum coverage, with Staten Island residents emphasizing pressure.",https://example.com/operational-demo/01579,immigration / public safety,Staten Island; NYC,Staten Island; NYC,community forum,nycivicmonitor.example,English,True
2026-05-16,2026-05-16T07:04:00,Rochester Herald,Yonkers regional employers highlight training needs around automation as pressure grows,"Rochester Herald notes that AI / tech jobs narratives in Hudson Valley are being repeated across community forum coverage, with Yonkers residents emphasizing pressure.",https://example.com/operational-demo/01344,AI / tech jobs,Yonkers; Hudson Valley,Yonkers; Hudson Valley,community forum,rochesterherald.example,English,True
2026-05-16,2026-05-16T06:34:00,Syracuse Policy Review,Brooklyn residents ask for concrete cost-of-living plans as response grows,"Syracuse Policy Review notes that affordability / cost of living narratives in NYC are being repeated across public radio coverage, with Brooklyn residents emphasizing response.",https://example.com/operational-demo/01498,affordability / cost of living,Brooklyn; NYC,Brooklyn; NYC,public radio,syracusepolicyreview.example,English,True
2026-05-16,2026-05-16T06:33:00,Statehouse Watch,Orange County labor groups call for guardrails around artificial intelligence as questions grows,"Statehouse Watch notes that AI / tech jobs narratives in Hudson Valley are being repeated across public radio coverage, with Orange County residents emphasizing questions.",https://example.com/operational-demo/02146,AI / tech jobs,Orange County; Hudson Valley,Orange County; Hudson Valley,public radio,statehousewatch.example,English,True
2026-05-16,2026-05-16T06:29:00,Metro Narrative Scan,Yonkers officials debate public safety coordination and fairness as urgent grows,"Metro Narrative Scan notes that immigration / public safety narratives in Hudson Valley are being repeated across TV transcript coverage, with Yonkers residents emphasizing urgent.",https://example.com/operational-demo/01273,immigration / public safety,Yonkers; Hudson Valley,Yonkers; Hudson Valley,TV transcript,metronarrativescan.example,English,True
2026-05-16,2026-05-16T06:26:00,NY Civic Monitor,Saratoga subway and downtown safety concerns continue to circulate as solution grows,"NY Civic Monitor notes that immigration / public safety narratives in Capital Region are being repeated across local news coverage, with Saratoga residents emphasizing solution.",https://example.com/operational-demo/00049,immigration / public safety,Saratoga; Capital Region,Saratoga; Capital Region,local news,nycivicmonitor.example,English,True
2026-05-16,2026-05-16T06:13:00,NY Civic Monitor,Orange County local officials debate affordability relief proposals as discussion grows,"NY Civic Monitor notes that affordability / cost of living narratives in Hudson Valley are being repeated across public radio coverage, with Orange County residents emphasizing discussion.",https://example.com/operational-demo/01366,affordability / cost of living,Orange County; Hudson Valley,Orange County; Hudson Valley,public radio,nycivicmonitor.example,English,True
2026-05-16,2026-05-16T06:07:00,Queens Community Post,Manhattan residents link shelter planning to neighborhood quality of life as concern grows,"Queens Community Post notes that immigration / public safety narratives in NYC are being repeated across local news coverage, with Manhattan residents emphasizing concern.",https://example.com/operational-demo/00422,immigration / public safety,Manhattan; NYC,Manhattan; NYC,local news,queenscommunitypost.example,English,True
2026-05-16,2026-05-16T05:55:00,Long Island Observer,Staten Island housing advocates warn that eviction pressure is rising as response grows,"Long Island Observer notes that housing / rent narratives in NYC are being repeated across social listening digest coverage, with Staten Island residents emphasizing response.",https://example.com/operational-demo/00645,housing / rent,Staten Island; NYC,Staten Island; NYC,social listening digest,longislandobserver.example,English,True
2026-05-16,2026-05-16T05:53:00,Queens Community Post,Yonkers residents ask for concrete cost-of-living plans as training grows,"Queens Community Post notes that affordability / cost of living narratives in Hudson Valley are being repeated across community forum coverage, with Yonkers residents emphasizing training.",https://example.com/operational-demo/01240,affordability / cost of living,Yonkers; Hudson Valley,Yonkers; Hudson Valley,community forum,queenscommunitypost.example,English,True
2026-05-16,2026-05-16T05:53:00,Empire State Ledger,Utica local officials debate affordability relief proposals as frustration grows,"Empire State Ledger notes that affordability / cost of living narratives in Central NY are being repeated across policy newsletter coverage, with Utica residents emphasizing frustration.",https://example.com/operational-demo/02371,affordability / cost of living,Utica; Central NY,Utica; Central NY,policy newsletter,empirestateledger.example,English,True
2026-05-16,2026-05-16T05:41:00,Buffalo Civic Wire,Erie County subway and downtown safety concerns continue to circulate as strain grows,"Buffalo Civic Wire notes that immigration / public safety narratives in Western NY are being repeated across community forum coverage, with Erie County residents emphasizing strain.",https://example.com/operational-demo/02320,immigration / public safety,Erie County; Western NY,Erie County; Western NY,community forum,buffalocivicwire.example,English,True
2026-05-16,2026-05-16T05:03:00,Queens Community Post,Rochester residents ask for concrete cost-of-living plans as discussion grows,"Queens Community Post notes that affordability / cost of living narratives in Western NY are being repeated across public radio coverage, with Rochester residents emphasizing discussion.",https://example.com/operational-demo/00014,affordability / cost of living,Rochester; Western NY,Rochester; Western NY,public radio,queenscommunitypost.example,English,True
2026-05-16,2026-05-16T04:57:00,Queens Community Post,Rochester commuters connect fare pressure to household budgets as concern grows,"Queens Community Post notes that affordability / cost of living narratives in Western NY are being repeated across community forum coverage, with Rochester residents emphasizing concern.",https://example.com/operational-demo/00537,affordability / cost of living,Rochester; Western NY,Rochester; Western NY,community forum,queenscommunitypost.example,English,True
2026-05-16,2026-05-16T04:47:00,NY Civic Monitor,Bronx local coverage questions whether government can deliver reliably as attention grows,"NY Civic Monitor notes that corruption / competence / trust narratives in NYC are being repeated across community forum coverage, with Bronx residents emphasizing attention.",https://example.com/operational-demo/00248,corruption / competence / trust,Bronx; NYC,Bronx; NYC,community forum,nycivicmonitor.example,English,True
2026-05-16,2026-05-16T04:47:00,Buffalo Civic Wire,Huntington workers ask whether AI investment will produce durable jobs as attention grows,"Buffalo Civic Wire notes that AI / tech jobs narratives in Long Island are being repeated across community forum coverage, with Huntington residents emphasizing attention.",https://example.com/operational-demo/01495,AI / tech jobs,Huntington; Long Island,Huntington; Long Island,community forum,buffalocivicwire.example,English,True
2026-05-16,2026-05-16T04:06:00,Rochester Herald,Manhattan families describe grocery and utility pressure as questions grows,"Rochester Herald notes that affordability / cost of living narratives in NYC are being repeated across social listening digest coverage, with Manhattan residents emphasizing questions.",https://example.com/operational-demo/01594,affordability / cost of living,Manhattan; NYC,Manhattan; NYC,social listening digest,rochesterherald.example,English,True
2026-05-16,2026-05-16T04:04:00,Metro Narrative Scan,Brooklyn subway and downtown safety concerns continue to circulate as questions grows,"Metro Narrative Scan notes that immigration / public safety narratives in NYC are being repeated across TV transcript coverage, with Brooklyn residents emphasizing questions.",https://example.com/operational-demo/02199,immigration / public safety,Brooklyn; NYC,Brooklyn; NYC,TV transcript,metronarrativescan.example,English,True
2026-05-16,2026-05-16T04:03:00,Buffalo Civic Wire,Hempstead local officials debate affordability relief proposals as concern grows,"Buffalo Civic Wire notes that affordability / cost of living narratives in Long Island are being repeated across local news coverage, with Hempstead residents emphasizing concern.",https://example.com/operational-demo/02589,affordability / cost of living,Hempstead; Long Island,Hempstead; Long Island,local news,buffalocivicwire.example,English,True
2026-05-16,2026-05-16T03:59:00,Empire State Ledger,Brooklyn local coverage questions whether government can deliver reliably as pressure grows,"Empire State Ledger notes that corruption / competence / trust narratives in NYC are being repeated across community forum coverage, with Brooklyn residents emphasizing pressure.",https://example.com/operational-demo/00138,corruption / competence / trust,Brooklyn; NYC,Brooklyn; NYC,community forum,empirestateledger.example,English,True
2026-05-16,2026-05-16T03:56:00,Buffalo Civic Wire,Orange County residents link shelter planning to neighborhood quality of life as urgent grows,"Buffalo Civic Wire notes that immigration / public safety narratives in Hudson Valley are being repeated across community forum coverage, with Orange County residents emphasizing urgent.",https://example.com/operational-demo/01124,immigration / public safety,Orange County; Hudson Valley,Orange County; Hudson Valley,community forum,buffalocivicwire.example,English,True
2026-05-16,2026-05-16T03:53:00,NY Civic Monitor,Suffolk families describe grocery and utility pressure as investment grows,"NY Civic Monitor notes that affordability / cost of living narratives in Long Island are being repeated across public radio coverage, with Suffolk residents emphasizing investment.",https://example.com/operational-demo/01398,affordability / cost of living,Suffolk; Long Island,Suffolk; Long Island,public radio,nycivicmonitor.example,English,True
2026-05-16,2026-05-16T03:50:00,Buffalo Civic Wire,Rochester commuters connect fare pressure to household budgets as strain grows,"Buffalo Civic Wire notes that affordability / cost of living narratives in Western NY are being repeated across social listening digest coverage, with Rochester residents emphasizing strain.",https://example.com/operational-demo/00785,affordability / cost of living,Rochester; Western NY,Rochester; Western NY,social listening digest,buffalocivicwire.example,English,True
2026-05-16,2026-05-16T03:41:00,Rochester Herald,Troy officials debate public safety coordination and fairness as response grows,"Rochester Herald notes that immigration / public safety narratives in Capital Region are being repeated across community forum coverage, with Troy residents emphasizing response.",https://example.com/operational-demo/00784,immigration / public safety,Troy; Capital Region,Troy; Capital Region,community forum,rochesterherald.example,English,True
2026-05-16,2026-05-16T03:40:00,Queens Community Post,Manhattan residents ask for concrete cost-of-living plans as debate grows,"Queens Community Post notes that affordability / cost of living narratives in NYC are being repeated across local news coverage, with Manhattan residents emphasizing debate.",https://example.com/operational-demo/00869,affordability / cost of living,Manhattan; NYC,Manhattan; NYC,local news,queenscommunitypost.example,English,True
2026-05-16,2026-05-16T03:32:00,Metro Narrative Scan,Orange County subway and downtown safety concerns continue to circulate as response grows,"Metro Narrative Scan notes that immigration / public safety narratives in Hudson Valley are being repeated across social listening digest coverage, with Orange County residents emphasizing response.",https://example.com/operational-demo/01606,immigration / public safety,Orange County; Hudson Valley,Orange County; Hudson Valley,social listening digest,metronarrativescan.example,English,True
2026-05-16,2026-05-16T03:32:00,Buffalo Civic Wire,Albany regional employers highlight training needs around automation as questions grows,"Buffalo Civic Wire notes that AI / tech jobs narratives in Capital Region are being repeated across policy newsletter coverage, with Albany residents emphasizing questions.",https://example.com/operational-demo/02004,AI / tech jobs,Albany; Capital Region,Albany; Capital Region,policy newsletter,buffalocivicwire.example,English,True
2026-05-16,2026-05-16T02:38:00,Syracuse Policy Review,Manhattan workers ask whether AI investment will produce durable jobs as frustration grows,"Syracuse Policy Review notes that AI / tech jobs narratives in NYC are being repeated across policy newsletter coverage, with Manhattan residents emphasizing frustration.",https://example.com/operational-demo/01699,AI / tech jobs,Manhattan; NYC,Manhattan; NYC,policy newsletter,syracusepolicyreview.example,English,True
2026-05-16,2026-05-16T02:15:00,Buffalo Civic Wire,Manhattan local leaders debate delivery of affordable units as frustration grows,"Buffalo Civic Wire notes that housing / rent narratives in NYC are being repeated across TV transcript coverage, with Manhattan residents emphasizing frustration.",https://example.com/operational-demo/00630,housing / rent,Manhattan; NYC,Manhattan; NYC,TV transcript,buffalocivicwire.example,English,True
2026-05-16,2026-05-16T02:03:00,Empire State Ledger,Queens local leaders debate delivery of affordable units as frustration grows,"Empire State Ledger notes that housing / rent narratives in NYC are being repeated across local news coverage, with Queens residents emphasizing frustration.",https://example.com/operational-demo/02298,housing / rent,Queens; NYC,Queens; NYC,local news,empirestateledger.example,English,True
2026-05-16,2026-05-16T01:58:00,Buffalo Civic Wire,Schenectady residents ask for concrete cost-of-living plans as urgent grows,"Buffalo Civic Wire notes that affordability / cost of living narratives in Capital Region are being repeated across public radio coverage, with Schenectady residents emphasizing urgent.",https://example.com/operational-demo/00965,affordability / cost of living,Schenectady; Capital Region,Schenectady; Capital Region,public radio,buffalocivicwire.example,English,True
2026-05-16,2026-05-16T01:56:00,Long Island Observer,Suffolk officials debate public safety coordination and fairness as frustration grows,"Long Island Observer notes that immigration / public safety narratives in Long Island are being repeated across social listening digest coverage, with Suffolk residents emphasizing frustration.",https://example.com/operational-demo/00375,immigration / public safety,Suffolk; Long Island,Suffolk; Long Island,social listening digest,longislandobserver.example,English,True
2026-05-16,2026-05-16T01:29:00,Metro Narrative Scan,Orange County tenants connect rent increases to neighborhood displacement as accountability grows,"Metro Narrative Scan notes that housing / rent narratives in Hudson Valley are being repeated across public radio coverage, with Orange County residents emphasizing accountability.",https://example.com/operational-demo/00824,housing / rent,Orange County; Hudson Valley,Orange County; Hudson Valley,public radio,metronarrativescan.example,English,True
2026-05-16,2026-05-16T01:16:00,Buffalo Civic Wire,Yonkers tech expansion stories raise questions about workforce stability as urgent grows,"Buffalo Civic Wire notes that AI / tech jobs narratives in Hudson Valley are being repeated across TV transcript coverage, with Yonkers residents emphasizing urgent.",https://example.com/operational-demo/01168,AI / tech jobs,Yonkers; Hudson Valley,Yonkers; Hudson Valley,TV transcript,buffalocivicwire.example,English,True
2026-05-16,2026-05-16T01:05:00,Empire State Ledger,Erie County housing advocates warn that eviction pressure is rising as response grows,"Empire State Ledger notes that housing / rent narratives in Western NY are being repeated across public radio coverage, with Erie County residents emphasizing response.",https://example.com/operational-demo/00024,housing / rent,Erie County; Western NY,Erie County; Western NY,public radio,empirestateledger.example,English,True
2026-05-16,2026-05-16T01:04:00,Long Island Observer,Queens local officials debate affordability relief proposals as concern grows,"Long Island Observer notes that affordability / cost of living narratives in NYC are being repeated across social listening digest coverage, with Queens residents emphasizing concern.",https://example.com/operational-demo/01882,affordability / cost of living,Queens; NYC,Queens; NYC,social listening digest,longislandobserver.example,English,True
2026-05-15,2026-05-15T18:40:00,Queens Community Post,Huntington housing advocates warn that eviction pressure is rising as attention grows,"Queens Community Post notes that housing / rent narratives in Long Island are being repeated across TV transcript coverage, with Huntington residents emphasizing attention.",https://example.com/operational-demo/00524,housing / rent,Huntington; Long Island,Huntington; Long Island,TV transcript,queenscommunitypost.example,English,True
2026-05-15,2026-05-15T18:31:00,Hudson Valley Public Radio,Schenectady commuters connect fare pressure to household budgets as concern grows,"Hudson Valley Public Radio notes that affordability / cost of living narratives in Capital Region are being repeated across community forum coverage, with Schenectady residents emphasizing concern.",https://example.com/operational-demo/01278,affordability / cost of living,Schenectady; Capital Region,Schenectady; Capital Region,community forum,hudsonvalleypublicradio.example,English,True
2026-05-15,2026-05-15T18:22:00,Empire State Ledger,Bronx housing advocates warn that eviction pressure is rising as urgent grows,"Empire State Ledger notes that housing / rent narratives in NYC are being repeated across policy newsletter coverage, with Bronx residents emphasizing urgent.",https://example.com/operational-demo/00667,housing / rent,Bronx; NYC,Bronx; NYC,policy newsletter,empirestateledger.example,English,True
